transaction_id,customer_id,transaction_amount,transaction_type,is_laundering
84,206,5748.777360147408,transfer,0
85,81,444.7540339816926,debit,0
86,932,804.9038256679379,credit,0
87,562,601.6703767831464,credit,0
88,872,109.6695612363298,transfer,0
89,388,2455.9675448207145,transfer,0
90,2,1161.8344628611264,debit,0
91,390,9517.406087923215,transfer,0
92,566,319.0003991531534,credit,0
93,106,5614.146420669868,credit,0
94,772,6240.72240956581,transfer,0
95,822,1176.8627968115059,credit,0
96,477,42.25436422561817,transfer,0
97,703,508.3389827069748,credit,0
98,402,15975.421860756833,debit,0
99,730,1712.2843877357584,transfer,0
100,556,3102.9220981752587,transfer,0
101,162,959.3443933288521,transfer,0
102,202,784.3345374004795,credit,0
103,958,66.61855530668322,debit,0
104,996,3612.3319979553594,transfer,0
105,270,5538.737175426191,credit,0
106,863,263.4086350496118,transfer,0
107,816,838.5861489589245,credit,0
108,271,684.978933632784,debit,0
109,456,2059.523534253698,credit,0
110,462,484.6633992057466,credit,0
111,727,4433.7960167408255,transfer,0
112,252,1220.4640987317457,credit,0
113,702,23.947535498556086,transfer,0
114,296,2130.4327621593147,credit,0
115,725,4887.941249206909,debit,0
116,720,194.7871666859261,credit,0
117,749,2024.5250371253549,transfer,0
118,338,17067.639191813905,credit,0
119,879,1297.3766755374181,credit,0
120,53,6078.074899761833,debit,0
121,792,564.9671255832429,transfer,0
122,922,1067.4773929501462,debit,0
123,217,806.7937570303011,credit,0
124,764,613.5853415322528,debit,0
125,188,878.6766179930225,credit,0
126,380,95.0095419954101,credit,0
127,493,667.5937290205643,debit,0
128,41,8157.635861623932,debit,0
129,157,258.3886675515933,credit,0
130,15,221.58363276685256,debit,0
131,813,1202.0918867923297,debit,0
132,65,1295.6589870810146,credit,0
133,857,1931.779887817662,transfer,0
134,839,924.6285970895128,debit,0
135,521,1221.4527972534822,debit,0
136,344,647.8588441727752,transfer,0
137,129,161.79106280730892,debit,0
138,648,985.2665340711243,credit,0
139,472,3251.577345503044,debit,0
140,63,2374.5944393981135,credit,0
141,139,80.12891775558984,transfer,0
142,499,1600.2066321188142,transfer,0
143,593,287.39159010047086,transfer,0
144,392,8850.648461752413,debit,0
145,675,1788.9867451403138,transfer,0
146,419,4206.667056914168,debit,0
147,289,1132.0124043645335,debit,0
148,379,993.1855470783976,debit,0
149,773,10339.919642148681,transfer,0
150,490,4718.100659461789,transfer,0
151,231,1308.6979339698796,debit,0
152,41,812.812422905496,transfer,0
153,28,84.71036029444076,debit,0
154,135,1784.4246232073772,transfer,1
155,201,907.6365707677091,credit,0
156,840,2517.2795925311934,transfer,0
157,780,3970.8214327947667,transfer,0
158,930,6970.077637982014,transfer,0
159,33,1817.9947125440929,debit,0
160,48,228.25405896763417,debit,0
161,503,43.64242263963504,credit,0
162,407,318.285955378625,credit,0
163,574,8104.9701338418545,credit,0
164,728,16902.84456070953,debit,0
165,805,767.5079765805989,credit,0
166,99,122.55514826235309,credit,0
167,684,414.62713127272934,transfer,0
168,872,6043.319548300366,credit,0
169,726,451.9087322800704,transfer,0
170,987,2653.63564835271,debit,0
171,547,1412.1059518330774,debit,0
172,961,3181.171768478709,transfer,0
173,739,16764.460838226525,credit,0
174,613,2656.254198548516,debit,0
175,943,1367.0007904446638,transfer,0
176,462,19782.645624069042,debit,0
177,643,1852.5681644868237,debit,0
178,769,333.8122649635726,credit,0
179,5,3075.423623999219,debit,1
180,218,2145.618882805023,transfer,0
181,503,691.0046040284013,credit,0
182,767,504.5267803310082,transfer,0
183,398,701.0721239871931,transfer,0
184,871,493.81747432893695,transfer,0
185,795,736.0957989906522,credit,0
186,393,309.76225894821357,debit,0
187,207,1957.1253789151642,transfer,0
188,15,1749.004365368875,debit,0
189,858,1840.5186131168646,debit,0
190,554,998.6915686066461,transfer,0
191,892,840.0867127403864,debit,0
192,461,9537.710026527577,credit,0
193,691,1213.3116855898704,credit,0
194,575,7300.150687766393,debit,0
195,864,246.0109446157265,debit,0
196,743,2653.8501498624937,credit,0
197,241,364.2882482341966,debit,0
198,564,476.16865445584085,debit,0
199,96,591.1922378755881,debit,1
200,900,538.1307428534701,debit,0
201,734,542.177270483338,transfer,0
202,485,6808.4014427139255,debit,0
203,407,1173.935149195822,credit,0
204,231,1536.9928380206184,transfer,0
205,749,552.3931685875007,transfer,0
206,655,3965.5861556022046,credit,0
207,171,1867.9267731633038,debit,0
208,541,689.9416532270766,transfer,0
209,36,101.85743719426105,transfer,0
210,525,1516.9312939776535,debit,0
211,160,2600.656738392762,debit,0
212,839,252.5800536219708,credit,0
213,699,704.0913258414967,transfer,0
214,243,2454.6531623712885,debit,0
215,86,103.91860144937493,debit,0
216,796,414.3544325701726,credit,0
217,578,1930.1700994388625,transfer,0
218,682,5753.292958354304,debit,0
219,557,29105.129770779407,credit,0
220,574,20701.928777105382,transfer,0
221,953,1360.5634895549617,transfer,0
222,646,530.4149781269159,transfer,0
223,796,4379.471796343738,transfer,0
224,28,485.2239875925457,credit,0
225,620,349.62357390330084,debit,0
226,556,693.7425466617835,transfer,0
227,340,574.7815466465585,transfer,0
228,798,2036.4144840903457,debit,0
229,958,444.2544868426807,transfer,0
230,331,1245.9867757729342,transfer,0
231,640,11997.219302282227,debit,0
232,506,1317.1308759598032,debit,0
233,348,10669.168710137083,transfer,0
234,473,6654.741596489268,debit,0
235,231,2665.269227770183,credit,0
236,190,644.6907955391657,credit,0
237,225,5222.6591455413845,transfer,0
238,385,753.7325689801817,transfer,0
239,377,1093.3323545265348,debit,0
240,283,1799.560974803906,debit,0
241,958,1087.8393838820048,transfer,0
242,633,372.26219169241637,transfer,0
243,628,110.98018007939498,credit,0
244,973,4622.538978133357,debit,0
245,745,2579.9187629971943,transfer,0
246,259,83.02016343587277,transfer,0
247,359,357.74447540176226,debit,0
248,710,1434.5380269309946,debit,0
249,456,2129.960108961169,transfer,0
250,411,112.42873019888118,transfer,0
251,649,959.2406675590363,transfer,0
252,318,2463.8535644641524,debit,0
253,677,647.2497919217361,transfer,0
254,225,1609.6056219340544,transfer,0
255,819,527.7761191019265,transfer,0
256,234,4288.938423408002,credit,0
257,684,330.65364215623555,credit,0
258,664,197.72608056077442,debit,0
259,975,1145.2638156068308,transfer,0
260,827,127.70348351563538,transfer,0
261,374,46.63415524852913,debit,0
262,672,5572.521631489488,debit,0
263,608,250.55119669305648,debit,0
264,472,148.34232744554458,transfer,0
265,233,324.5247597855575,credit,0
266,692,303.3915006621594,debit,0
267,113,886.1026558241648,transfer,0
268,830,212.67600395791032,debit,0
269,497,2315.2644965985905,transfer,0
270,442,2890.981077658103,debit,0
271,564,161.98647175766612,transfer,0
272,268,433.9177784504678,debit,0
273,510,500.403183229347,credit,0
274,807,856.187126478763,debit,0
275,386,5563.736953830842,debit,0
276,387,6066.093624915681,credit,0
277,113,46550.87498732173,debit,0
278,613,36.449914262923514,credit,0
279,625,274.1173817703824,transfer,0
280,952,16664.12979093013,credit,0
281,81,73.62241443575171,credit,0
282,699,16105.20186923886,transfer,0
283,113,1367.8930423577656,credit,0
284,2,1445.4835186148644,credit,0
285,642,160.82278119700985,transfer,0
286,220,557.3844236443791,debit,0
287,566,15079.093689119733,debit,0
288,855,1020.9361680273788,credit,0
289,997,562.9841402572254,debit,0
290,736,2015.4117472416667,debit,0
291,225,821.9450959243369,credit,0
292,385,1840.378847352292,transfer,0
293,403,306.5521849586748,debit,0
294,638,976.789357129769,credit,0
295,130,419.21570722867574,transfer,0
296,53,73.2625847761492,debit,0
297,684,2259.5855282583257,transfer,0
298,730,172.3178501936502,credit,0
299,672,856.5293673871971,transfer,0
300,710,4398.867360682174,transfer,0
301,416,115.96400198037506,credit,1
302,247,2716.3005603508464,debit,0
303,836,699.4398598842561,debit,0
304,439,257.2928418390478,transfer,0
305,203,22797.01609448724,transfer,0
306,184,1095.7184615570554,transfer,0
307,123,467.71571540637984,transfer,0
308,401,340.2499914661292,debit,0
309,767,4112.324431176336,credit,0
310,294,437.8671966059925,credit,0
311,280,3411.055822811938,credit,0
312,837,1092.5615382655703,transfer,0
313,884,5850.498186297073,transfer,0
314,610,229.56605943910284,credit,0
315,198,282.9881832174242,debit,0
316,982,719.4535956369637,credit,0
317,907,814.765428248135,debit,0
318,511,644.3000005218103,transfer,0
319,752,56792.55988217994,credit,0
320,144,24218.46182261704,credit,0
321,609,1717.4271591666354,transfer,0
322,201,2049.7192490600387,debit,0
323,124,769.2005508750875,credit,0
324,187,227.07076289599428,credit,0
325,326,834.5491502137993,debit,0
326,464,3486.580122545497,credit,1
327,349,7773.2228793710165,credit,0
328,771,4883.23227382968,transfer,0
329,660,113.90201488781216,debit,0
330,764,710.6346775451982,credit,0
331,955,121.10993086656256,credit,0
332,932,6331.328306062231,transfer,0
333,403,590.7680132655911,credit,0
334,346,1021.8140699321389,transfer,0
335,963,2253.1294646486417,credit,0
336,511,69508.88601548331,transfer,0
337,147,1639.9358589946357,debit,0
338,148,767.0817987167308,debit,0
339,864,170.4491170049187,credit,0
340,711,9778.674017015504,credit,0
341,820,835.0948436034537,transfer,0
342,489,13170.222609837456,transfer,0
343,929,5758.427249379439,debit,0
344,936,547.6113642816532,credit,0
345,640,135.8546723481757,transfer,0
346,551,1650.5332158415497,debit,0
347,338,436.0010740845164,debit,0
348,872,1163.3031302836714,transfer,0
349,641,5290.004683922332,credit,0
350,779,91.80133376604185,debit,0
351,988,1630.9545992699138,transfer,0
352,953,3426.8415544467803,debit,0
353,473,3685.5160762035725,credit,0
354,946,141.83816764511693,transfer,0
355,151,2057.001676472116,credit,0
356,415,6669.531341914528,credit,0
357,990,1835.0934719800741,debit,0
358,298,921.9202202845421,credit,0
359,611,6059.723257007869,debit,0
360,263,387.0375761618636,transfer,0
361,764,110.52598345392296,transfer,0
362,144,811.6776492037936,debit,0
363,346,2446.8769779978556,debit,0
364,624,5210.364751359212,debit,0
365,572,2430.260813544696,credit,0
366,881,3841.9356845315815,transfer,0
367,2,5260.425232558757,transfer,0
368,897,659.1390347017556,credit,0
369,304,878.3903169085055,debit,0
370,254,7560.946726640911,transfer,0
371,652,178.53139420496785,credit,0
372,453,2087.4516447882897,debit,0
373,37,374.25476547712066,transfer,0
374,160,5712.387862691962,debit,0
375,9,1067.5235215909775,credit,0
376,233,1109.1962168863658,transfer,0
377,99,14666.47903518708,debit,0
378,659,218.31431380454154,debit,0
379,816,1515.8463515231485,debit,0
380,208,836.9888954806579,credit,0
381,131,2437.2288948594587,debit,0
382,404,19811.07056807836,transfer,0
383,152,442.3660625433487,transfer,0
384,54,181.98120844955207,debit,0
385,120,325.71047116106615,credit,0
386,673,773.3818233765609,transfer,0
387,920,1207.5469304335977,transfer,0
388,628,1302.1775670338027,transfer,0
389,587,16382.867887084987,debit,0
390,625,12547.272207891428,transfer,0
391,968,7742.034083942389,debit,0
392,420,47650.95519402444,debit,0
393,422,3774.9698881184486,debit,0
394,104,5782.160179187691,debit,0
395,852,3667.0975976578725,debit,0
396,254,2867.9649216238363,transfer,0
397,227,1981.471018087086,debit,0
398,112,604.6890945441843,debit,0
399,510,168.98883172014334,debit,0
400,473,901.4630427855379,debit,0
401,99,2562.2999433421246,debit,0
402,153,1222.1817392464256,debit,0
403,861,221.84888653680062,transfer,0
404,914,855.0632347936574,debit,1
405,896,790.7610112226024,debit,0
406,878,998.7135862052156,transfer,0
407,338,2290.1509774441797,transfer,0
408,706,3163.350581232624,credit,0
409,822,517.9728478140079,transfer,0
410,163,4777.543503656063,transfer,0
411,720,5987.667279814195,debit,0
412,957,1773.0436048092304,credit,0
413,681,2972.4012533016917,debit,0
414,996,4799.8846420115315,credit,0
415,161,211.35369836527113,debit,0
416,580,5335.281902108649,transfer,0
417,801,335.2607848110321,transfer,0
418,398,387.97757635644217,credit,0
419,277,1472.0831003274322,debit,0
420,816,43.98900918600143,debit,0
421,916,1427.1439128741097,transfer,1
422,504,4782.273884533544,transfer,0
423,896,92.86197308602381,credit,0
424,392,5616.780909184377,transfer,0
425,135,384.45185717887557,credit,0
426,195,1495.6148478464668,credit,0
427,401,478.0131485270051,credit,0
428,640,2589.908241810399,credit,0
429,33,5102.170590996801,transfer,0
430,688,2894.3491514327084,credit,0
431,460,1090.103882534476,transfer,0
432,955,537.1175624895162,credit,0
433,883,988.3599526509881,transfer,0
434,470,2933.5166302743914,credit,0
435,375,3088.3727058442655,transfer,0
436,22,2505.490676712112,debit,0
437,750,160.1536533208929,credit,0
438,670,1059.4088176734006,credit,0
439,38,424.0521969648786,debit,0
440,230,2973.198326111477,debit,0
441,365,348.11830187853866,credit,0
442,563,2160.4690656517346,transfer,0
443,438,718.1786532487515,credit,0
444,776,65.4545314400518,transfer,0
445,283,4431.258590214919,debit,0
446,27,1055.8159583418028,transfer,0
447,226,7435.0898506910025,credit,0
448,277,90.20062733551146,debit,0
449,798,708.1939760381441,debit,0
450,609,792.6591997640684,credit,0
451,284,1644.6936861901374,credit,0
452,879,150.23775066931356,debit,0
453,960,2480.106508371107,transfer,0
454,481,19292.922724330954,transfer,0
455,453,2234.574301320548,transfer,0
456,829,1260.5565423913704,credit,0
457,816,138.9082842015892,debit,0
458,659,343.30897027183244,transfer,0
459,516,1008.5134044373144,debit,0
460,547,495.3850275937774,transfer,0
461,192,5112.1975486175825,debit,0
462,49,2441.9564028315685,credit,0
463,512,62228.46940396802,credit,0
464,17,251.81944569191006,credit,0
465,172,1152.480571568617,transfer,0
466,220,137.65649855620512,credit,0
467,158,39.108461026244726,credit,0
468,477,3242.44018611895,credit,0
469,46,2309.815833202122,debit,0
470,373,304.33052012079224,debit,0
471,518,1260.8538502792169,debit,0
472,99,426.70742951662413,debit,0
473,892,522.533354275278,debit,0
474,745,678.2887490624003,debit,0
475,37,285.7599817700696,debit,0
476,280,374.28784306805636,credit,0
477,349,390.4683179911949,credit,0
478,497,2067.960779721384,transfer,0
479,302,17.093012188144872,credit,0
480,181,779.4247189602422,debit,0
481,607,214.53592035134275,debit,0
482,99,226.48324544959164,transfer,0
483,700,498.4583019561067,credit,0
484,993,1073.2969320329885,credit,0
485,116,795.0318744035371,transfer,0
486,191,222.273639969116,debit,0
487,253,3237.461382231427,debit,0
488,981,283.18319481299545,debit,0
489,928,364.28648912723037,debit,0
490,983,1680.316888709397,transfer,0
491,161,1773.2208238174305,credit,0
492,256,438.10145163829054,debit,0
493,323,13.406731812162688,credit,0
494,128,290.5465109794901,credit,0
495,18,1398.048031305238,debit,0
496,793,3080.699869571439,debit,0
497,735,973.6530354167753,debit,0
498,566,534.6011363906758,credit,0
499,570,34194.37748626558,transfer,0
500,323,627.2033547172309,debit,0
501,872,2747.2317029902856,credit,0
502,686,148.03102154882265,credit,0
503,792,213.7374144220523,debit,0
504,626,2895.7181277580908,transfer,0
505,288,5254.509365484148,debit,0
506,943,611.2002608954106,debit,0
507,854,68.51457268396962,transfer,0
508,663,852.9184941200035,debit,0
509,962,1456.9621840180785,debit,0
510,639,1271.849040993811,transfer,0
511,155,471.027040199479,credit,0
512,490,871.8992001845456,credit,0
513,386,356.14385402571696,credit,0
514,986,206.90146478336572,credit,0
515,785,3406.7116549970397,credit,0
516,104,1269.90512267147,debit,0
517,929,874.7819559173494,transfer,0
518,393,512.4885584776798,credit,0
519,811,836.9293557519326,transfer,0
520,246,1394.7558251225757,credit,0
521,176,14662.116885019796,debit,0
522,39,2927.2107166033734,credit,0
523,477,403.64521727448226,credit,0
524,682,410.08087073432847,transfer,0
525,759,324.56257397058334,transfer,0
526,538,811.7717488090303,debit,0
527,867,324.18775044371114,transfer,0
528,818,2235.5344757229946,transfer,0
529,921,20.795271233200666,transfer,0
530,408,2447.328900050395,debit,0
531,525,1657.5008447419877,debit,0
532,828,7288.942295688176,debit,0
533,506,4085.4384442604273,transfer,0
534,903,393.25305956789634,transfer,0
535,825,3451.0959333003575,debit,0
536,36,852.2660848028522,transfer,0
537,685,60.252246852529524,transfer,0
538,20,1391.6535307542795,credit,0
539,321,429.92890987339683,debit,0
540,776,1096.9976023119557,debit,0
541,512,13058.241492527404,transfer,0
542,400,1536.3739699578423,transfer,0
543,654,238.4113929370974,credit,0
544,972,4659.309352064231,debit,0
545,883,1889.0207558852758,debit,0
546,471,199.7880903244594,transfer,0
547,143,98.5578168218965,debit,0
548,92,253.1529018133129,transfer,0
549,354,3844.707095472852,credit,0
550,834,697.5657674737596,transfer,0
551,800,1238.5712523398709,credit,0
552,727,147.2608484991281,transfer,0
553,959,4003.11652715886,credit,0
554,854,53.368703824823235,credit,0
555,51,410.3185158003444,debit,0
556,665,2054.310995407688,transfer,0
557,698,203.57873463550223,debit,0
558,575,2755.058399975696,debit,0
559,190,297.7365491311284,transfer,0
560,125,174.32024755883683,debit,0
561,150,7553.173589974868,debit,0
562,314,1381.4587563269395,debit,0
563,570,2388.818370634228,transfer,0
564,342,5050.86288923836,debit,0
565,305,21.564567532252784,debit,0
566,692,2841.746082333922,debit,0
567,682,350.1852230648065,transfer,0
568,838,426.70410642915533,credit,0
569,783,2113.6289200166534,credit,0
570,54,636.1528342435709,credit,0
571,444,2675.2058594819896,credit,0
572,613,1031.4651526139717,debit,0
573,993,1411.3663010528433,transfer,0
574,264,525.6668315589359,debit,0
575,53,221.98283659820183,transfer,0
576,572,361.23316775047846,debit,0
577,620,939.8908996068891,credit,0
578,5,17255.006101881627,credit,0
579,103,9975.223012692622,transfer,0
580,196,411.60165844305834,debit,0
581,774,1200.3716738141898,credit,0
582,877,712.2404314861714,transfer,0
583,992,1333.2834367598066,debit,0
584,884,1617.0667216053366,transfer,0
585,350,2419.39436064563,debit,0
586,47,14.129881740554266,debit,0
587,867,1900.2638022960668,debit,0
588,823,602.8198863520147,transfer,0
589,936,380.92142819622285,transfer,0
590,820,3609.718307948338,debit,0
591,656,9899.471240117338,credit,0
592,269,3082.526142866144,debit,0
593,370,503.79658689999223,transfer,0
594,636,218.32647293279894,debit,0
595,106,12.068917643835393,transfer,0
596,670,1441.9822303826227,debit,0
597,659,2613.7053338741075,debit,0
598,657,941.2461933468917,credit,0
599,120,4449.8217281013085,credit,0
600,831,151.36810417479344,transfer,0
601,787,848.2212971078635,debit,0
602,604,753.3640375807265,transfer,0
603,58,929.6767765273169,debit,0
604,951,6322.673971587395,debit,0
605,346,937.050019906847,debit,0
606,741,704.7275849701315,credit,0
607,474,269.066828083283,transfer,0
608,117,8045.508039332994,debit,0
609,830,128.15053993834903,debit,0
610,791,478.4256659358908,transfer,0
611,127,13917.545657666424,transfer,0
612,393,2213.576798571111,debit,0
613,908,1063.940792756863,credit,0
614,641,1132.9023648292389,credit,0
615,58,265.1864116729266,debit,0
616,634,989.5092693539623,credit,0
617,513,648.8497899822585,transfer,0
618,751,1435.7503724883004,credit,0
619,802,114.50722501377646,transfer,0
620,96,1991.768091931178,transfer,0
621,638,5038.907200861147,transfer,0
622,118,807.7602646408579,transfer,0
623,560,2894.731356325192,credit,0
624,601,1746.7626025572872,transfer,0
625,488,440.71120181220385,debit,0
626,237,224.1266895478096,transfer,0
627,885,276.5570881996173,debit,0
628,897,1701.6248262631361,transfer,0
629,272,1008.0593259637561,transfer,0
630,189,7425.234404650938,credit,0
631,999,3591.4279796219444,transfer,0
632,704,3580.212641475307,transfer,0
633,447,1627.2084244821226,credit,0
634,581,258.96724228008804,credit,0
635,790,1786.4915436205188,debit,0
636,861,1206.8630451893982,credit,0
637,247,198.82557188577863,debit,0
638,963,6733.99520618191,transfer,0
639,76,5729.789441753473,debit,0
640,154,197.11282555969143,credit,0
641,656,421.28419031488556,transfer,0
642,435,480.61891079828627,debit,0
643,997,2737.4368782883967,debit,0
644,86,2303.2760791378832,debit,0
645,697,1172.168603204314,transfer,0
646,285,1653.7255332300888,debit,0
647,974,158.9439628717604,debit,0
648,220,1943.1039001567276,credit,0
649,69,942.628205079462,debit,0
650,47,396.00832199086625,transfer,0
651,94,110.08365635905979,credit,0
652,750,1141.8919080364537,transfer,0
653,958,1873.2681239355832,credit,0
654,453,85.3087729541045,credit,0
655,204,1127.4673419932858,debit,0
656,912,1317.3265590603748,transfer,0
657,218,477.54370535835693,debit,0
658,474,1938.6697162838498,credit,0
659,432,898.7513180616677,debit,0
660,341,1676.9911893692463,credit,0
661,551,2443.948869662412,credit,0
662,612,2446.0025511271524,transfer,0
663,289,5040.34968281607,transfer,0
664,254,1821.6314564388442,transfer,0
665,734,536.1633589702291,transfer,0
666,357,415.0151115205184,debit,0
667,23,222.52442496322513,transfer,0
668,762,1375.770841022454,transfer,0
669,522,7958.275200291952,transfer,0
670,758,640.5460982404503,credit,0
671,837,2152.5584094461983,credit,0
672,100,354.80913366010543,transfer,0
673,802,1468.8093311320363,credit,0
674,180,7251.913848469869,credit,0
675,223,3069.813102298457,debit,0
676,906,103.93668859824787,credit,0
677,762,2581.2839884304008,debit,0
678,659,2763.736004457043,credit,0
679,442,1422.5843479882426,transfer,0
680,608,2984.785515238209,credit,0
681,769,314.11116138972534,credit,0
682,325,1205.7954253853406,debit,0
683,516,5797.9571061230145,transfer,0
684,16,5064.062091986394,debit,0
685,792,2495.058515480402,transfer,0
686,336,291.6362086493627,transfer,0
687,759,230.28193073628663,debit,0
688,258,1302.2066293377225,credit,0
689,497,1438.2197716758762,transfer,0
690,988,943.3546902785174,credit,0
691,896,327.9373331644924,debit,0
692,160,2112.1076477072197,debit,0
693,475,1293.682424063792,debit,0
694,852,1693.8112982565444,debit,0
695,664,2670.846225144027,transfer,0
696,908,727.4354877511933,debit,0
697,690,526.821843720575,credit,0
698,675,5775.314454844623,credit,0
699,380,352.11656459743114,transfer,0
700,545,542.5274595452946,debit,0
701,929,6983.962465443314,transfer,0
702,957,482.73296027662593,transfer,0
703,691,945.8401068650786,transfer,0
704,427,591.1354602660224,debit,0
705,613,75.57819215958253,credit,0
706,268,911.4516260408963,credit,0
707,835,240.82423561989143,transfer,0
708,577,1606.5923288658096,transfer,0
709,417,5758.6466245213205,credit,0
710,168,39.59644732574352,credit,0
711,842,595.6328918399882,debit,0
712,43,2161.3425303882127,transfer,0
713,556,41.470263256419976,debit,0
714,285,8138.800102968839,credit,0
715,397,1938.8262733105048,credit,0
716,12,5568.156078147362,credit,0
717,607,470.63281563012106,credit,0
718,302,563.980030854962,debit,0
719,898,861.4314375229009,credit,0
720,253,27100.665705029238,transfer,0
721,499,7920.091523550876,credit,0
722,754,1337.4519451476315,transfer,0
723,35,1606.161833482241,credit,0
724,727,2842.2626377180645,debit,0
725,849,39629.62531211759,transfer,0
726,90,1947.0675313345735,debit,0
727,776,1174.900913608033,credit,0
728,605,659.9093024700719,debit,0
729,922,1559.89356644647,credit,0
730,970,454.62244008931515,debit,0
731,602,2308.004337860809,debit,0
732,418,127.88162806612308,transfer,0
733,115,741.9257092798812,credit,0
734,617,3300.8961859674864,debit,0
735,903,1907.7608080759203,credit,0
736,196,547.8837174090393,transfer,0
737,826,774.3029725297505,debit,0
738,501,5182.288484353804,credit,0
739,626,178.46588383268926,debit,0
740,493,180.0274840017404,debit,0
741,75,271.9311941831858,debit,0
742,413,1079.2085243177082,debit,0
743,376,143.2932026227717,transfer,0
744,420,4580.2203584475,transfer,0
745,729,274.1187239739804,credit,0
746,277,1535.380230656036,credit,0
747,761,460.07538137916237,debit,0
748,676,994.0170691978904,debit,0
749,394,98.98626820477463,debit,0
750,869,4924.481987222341,transfer,0
751,457,259.2396704759379,debit,0
752,920,221.5558979142946,credit,0
753,192,38890.820313607,debit,0
754,739,2518.6062860925913,transfer,0
755,689,4645.362143782041,debit,0
756,99,2182.74184930352,transfer,0
757,548,556.2841139338799,transfer,0
758,978,154.42757463143278,transfer,0
759,999,700.4825249036331,transfer,0
760,96,252.8410380639461,credit,0
761,664,276.67049277889623,transfer,0
762,663,102.02511480406169,credit,0
763,190,1302.0743683598243,credit,0
764,736,11615.76169119276,debit,0
765,37,2533.1150882992206,debit,0
766,780,935.7182518865955,transfer,0
767,369,1031.8846750192552,debit,0
768,695,11.339974293496526,transfer,0
769,525,580.7073138306991,debit,0
770,279,129.0224160595789,transfer,0
771,217,1341.6007799318947,debit,0
772,867,742.5097612073514,debit,0
773,873,297.68717540994606,credit,0
774,798,1297.0465273586606,debit,0
775,273,1280.3883758321554,debit,0
776,881,10699.326335668293,transfer,0
777,62,3070.5938263969324,credit,0
778,596,1518.4709977917582,transfer,0
779,880,264.73472570033874,debit,0
780,729,219.16860541370326,transfer,0
781,342,2692.625479143634,credit,0
782,397,812.3212917037722,transfer,0
783,699,1594.0741663049303,debit,0
784,19,4755.232103290751,transfer,0
785,177,113.32863104334152,debit,0
786,612,8915.557626139125,credit,0
787,396,4694.151637484028,credit,0
788,445,50.31683268848267,transfer,0
789,233,37407.95545063994,credit,0
790,915,1775.90330843665,transfer,0
791,76,534.9603057938403,debit,0
792,265,2388.9120579455584,transfer,0
